egs-序号,egs-考点,egs-分值,egs-时间限制,egs-填空题输入大小,egs-题型,egs-试卷类别,egs-基本题型,egs-选项与解析,egs-是否依赖上级父题目,egs-子题目是否可以随机出现,egs-Directions材料题干,egs-Egs对应标签题型,egs-标题
"","","","","","Multiple Choice","大学英语四级","选择题","0--acquire&&1--inquire&&0--request&&0--require","0","2","<p>If you want to know the train timetable, please ______ at the booking&nbsp;office.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--transformed&&0--transported&&0--transferred&&0--translated","0","2","<p>The coming of the railways in the 1830s ______ our society and economic life.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--perceive&&0--protest&&0--raise&&1--present","0","2","<p>In preparing scientific reports of laboratory experiments, a student should ______ his results in logical order and clear language.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--he&&1--that&&0--which&&0--whom","0","2","<p>Newton was one of the greatest men _______ ever lived.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--What &&0--Whatever&&1--How&&0--However","0","2","<p>_______ the prisoner escaped is a mystery.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--before &&0--after&&0--during&&1--as","0","2","<p>The volume varies _______ the temperature increases.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--Till&&1--Until&&0--Before&&0--Since","0","2","<p>_______ they had finished the work, they did not go home.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--provided&&0--unless&&0--except&&0--as soon as","0","2","<p>You can fly to London this evening _______ you don't mind changing&nbsp;planes in Paris.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--as&&0--however&&0--what&&1--whichever","0","2","<p>It has the same result, _______ way you do it.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--stay awake&&0--stay awaking&&0--stay awoken &&0--stay awaken","0","2","<p>Ellen was determined to ____________, despite the late hour.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--credibility&&0--perfection&&0--guidance&&1--patience","0","2","<p>Have ________, my dear. Some things take time.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--but||but 在句中可用作关系代词，引导定语从句。在此，应特别注意but 虽然在形式上是肯定的，意义上却是否定的。&&0--which&&0--that&&0--what","0","2","With the introduction of the electronic computer, there is no complicated problem ________ can be solved in a few hours.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业八级","选择题","1--public schools and private ones&&0--public schools","0","2","American schools are divided into ________.","人文知识","英语专业八级-人文知识-选择题"
"","","","","","Multiple Choice","英语专业八级","选择题","1--Dublin&&0--Belfast&&0--Cardiff&&0--Glasgow","0","2","The capital of Ireland is ________.","人文知识","英语专业八级-人文知识-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--travel&&0--traveled&&0--had traveled&&1--have traveled","0","2","<p style=""text-align: justify"">This is the first time I ________ by air.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--to have students&&0--for students' being&&0--for students to be&&1--to students' being","0","2","<p style=""text-align: justify"">Although punctual himself, the professor was quite used ________ late for his lecture.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--had delivered&&1--had been delivered&&0--delivered&&0--is delivered","0","2","<p style=""text-align: justify"">The old lady opened the mail which ________ that morning.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--against&&0--about&&1--to&&0--for","0","2","<p style=""text-align: justify"">We object ________ punishing a whole group for one person's fault.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","1--women doctors &&0--women-doctor&&0--woman doctors &&0--doctors of women","0","2","<p style=""text-align: justify"">All the ________ in the hospital will get a rise tomorrow.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--foot&&0--foots&&1--feet &&0--feets","0","2","<p style=""text-align: justify"">The average elevation of West Virginia is about 1,500 ________ above sea level.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--cow and sheep  &&0--cow and sheeps&&1--cows and sheep&&0--cows and sheeps","0","2","<p style=""text-align: justify"">We saw a lot of ________.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","1--what; that&&0--because; that&&0--that; which&&0--what; /","0","2","<p style=""text-align: justify"">Was it ________ she heard with her ears ________ really made her frightened?</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--developed&&0--have developed&&1--are being developed&&0--will have been developed","0","2","<p style=""text-align: justify"">The fifth generation computers, with artificial intelligence, ________ and perfected now.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--will always work&&0--has always been working&&0--has always worked&&1--is always working","0","2","<p style=""text-align: justify"">He ________ when I go to see him.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","1--his thirties in the 1970's&&0--the thirties in his 1970&&0--his 30s in 1970's&&0--the thirties during the 1970","0","2","<p style=""text-align: justify"">Hawking became world-famous in ________.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--make&&1--enable&&0--force&&0--realize","0","2","The large wings of that bird _________ it to fly high and fast.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","1--are ... these phenomena &&0--is ... this phenomena &&0--are ... these phenomenon&&0--is ... this phenomenon","0","2","<p style=""text-align: justify"">Other criteria ________ needed in analysing ________.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--a problem&&1--problems&&0--problem&&0--some problems","0","2","<p style=""text-align: justify"">Those ________ can't be easily solved by them without the teacher's help.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","1--As&&0--So&&0--Like&&0--Because","0","2","<p style=""text-align: justify"">________ water is to fish, so air is to man.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","1--a&&0--an&&0--the&&0--×","0","2","<p style=""text-align: justify"">In the USA in 1967, a man reported ________ UFO (unidentified flying object).</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","1--a &&0--an&&0--the&&0--×","0","2","<p style=""text-align: justify"">The cat is ________ beautiful animal, but its intelligence leaves much to be desired.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--a minute&&0--the minute &&1--the minutes&&0--minutes","0","2","<p style=""text-align: justify"">We read through ________ of the last meeting.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--got off ||get off意为“（罪犯）逃脱惩罚”；break off 意为“打断；断绝；突然停止”， break off relations with somebody意为“与某人绝交”； take off意为“脱掉；模仿”；pass off意为“逐渐消失；停止”。&&0--broke off&&0--took off&&0--past off","0","2","If this fellow was imprisoned for but one week for so grave an offence, he _________ cheap.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--would have&&1--had had||If引导的对过去事情的虚拟句中，主句用would have done句型，虚拟条件从句用过去完成时。 &&0--have had&&0--did have","0","2","""The president made a brilliant decision, didn't he?""""Yes, he did. I don't know what I would have done if I ________ to make that decision.""","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--However he tries hard&&1--No matter how hard he tries&&0--No matter how he tries hard&&0--As hard he tries","0","2","<p style=""text-align: justify"">________, Jack can never catch up with Tom in the study of English.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--a rush so anxious&&0--a such anxious rush&&0--so an anxious rush&&1--such an anxious rush","0","2","<p style=""text-align: justify"">We were in ________ when we left that we forgot the airline tickets.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--All&&1--Each&&0--Every&&0--Both","0","2","<p style=""text-align: justify"">________ man in the crowd raised his hand.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--repaired&&1--repairing&&0--to repair&&0--in repair","0","2","<p style=""text-align: justify"">It was ________ the old clock that the old man spent the whole morning at home.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
"","","","","","Multiple Choice","大学英语四级+大学英语六级","选择题","0--the Bach&&1--the Bachs&&0--the Bach's &&0--the Bachs's","0","2","<p>For&nbsp;200 years before Johann Sebastian Bach was born, ________ had been musicians.</p>","语法","大学英语四级+大学英语六级-语法-选择题"
